8265 8269
2471 5409 2
2004 7225 1
7184 7363 1
1056 3557 2
4262 7895 3
1197 8253 2
1703 3007 2
1068 4336 2
6829 8241 2
7584 7769 1
55 4315 1
5869 6764 3
1546 1892 1
1486 1817 2
992 2940 2
5022 5488 2
5518 7923 1
2797 8139 1
2431 5779 3
7974 8190 2
2821 4498 2
4009 6477 1
184 3511 3
7712 7833 2
4486 5119 2
2134 5320 1
5819 6714 2
3079 3974 3
1417 6985 1
6075 6729 2
282 6858 1
6293 7918 3
574 7914 2
3296 5461 1
5313 7802 1
4479 6950 3
5975 7095 3
7314 7803 2
7126 7527 3
8103 8162 3
8251 8259 3
8013 8212 3
491 2159 1
4523 4565 2
1326 1767 1
3379 3660 2
7693 8191 3
6822 7950 2
1724 3610 2
6904 7508 2
1501 2764 3
1307 1535 2
6292 6565 1
5828 7250 3
8216 8262 1
1777 3860 1
6071 7795 1
1653 7690 1
1958 4060 2
5237 8148 1
1144 2531 3
3286 4819 2
1773 7725 3
5722 5779 1
2105 4636 2
2480 5670 2
6796 7986 2
945 4967 3
6857 8106 3
4151 8170 3
2816 3547 1
1045 1867 3
5725 7462 1
8035 8215 3
3785 4470 1
5141 6901 2
4008 6678 1
1880 3002 3
511 4816 1
4194 5371 3
4156 7930 3
3177 6860 1
1545 3945 2
6722 7517 2
1849 3759 3
1866 2246 1
5728 7860 3
8158 8200 1
6548 7834 2
2261 6072 2
4796 6695 3
2221 8093 2
7143 8106 2
1093 7794 2
3042 3449 3
2223 5811 1
3776 6642 3
8117 8183 2
3954 6261 3
7659 7691 1
5700 7420 3
4152 6629 1
5275 5579 3
7811 8094 3
4346 4698 3
2764 3337 1
1430 6041 2
4187 5782 2
2402 3701 1
3133 6578 2
5191 5866 1
211 1017 1
3460 5041 2
129 728 3
2911 5703 3
6205 6436 2
5204 6904 1
5100 6264 2
1442 6243 1
1351 1496 2
2506 7695 1
6652 8075 3
4437 6621 3
4787 6154 1
732 6694 2
8192 8205 1
2831 3717 1
3642 5799 1
1867 3361 2
6727 6800 2
4221 5471 1
688 6213 1
4209 8186 3
4721 8252 3
5619 6333 1
3577 5585 1
3667 7682 2
168 4329 2
6386 6691 3
2680 4778 3
3647 6067 3
5831 6521 2
6483 7286 1
3895 7831 1
1313 6996 2
7424 8235 3
5583 6254 1
6416 8126 2
6275 7446 1
5151 7633 1
6270 6508 3
1431 6024 3
446 2525 1
481 1811 2
7995 8212 3
8051 8109 2
5675 7791 1
7485 8017 2
6895 7435 1
5837 7202 1
6416 7230 3
6123 7874 2
1699 6522 1
8099 8160 2
4085 7920 1
4973 6511 2
1185 1296 1
367 6194 2
7617 7820 2
3907 6244 2
1291 6445 3
6793 7952 2
617 1135 1
3480 4219 2
6588 7837 1
3299 6603 3
787 1594 2
4275 7664 3
2948 6054 1
5748 6210 1
8001 8113 3
1368 3664 3
948 8224 2
7849 8116 1
8156 8212 1
8053 8107 2
6072 7862 3
1925 2629 3
2749 5525 3
4249 4633 1
521 4430 2
4159 4601 2
4586 5121 3
6047 7061 3
8063 8259 2
2206 3448 2
1622 1779 3
1747 5810 2
4621 7435 2
1040 3345 2
4619 7597 2
4995 6689 1
916 3910 3
6990 7877 1
7529 7732 2
3463 4687 2
4216 6293 3
1037 6635 2
1199 4951 2
238 249 1
3733 7456 1
7648 8105 1
36 4309 1
979 5423 2
4101 5441 1
5194 7165 2
2677 2919 1
1629 4705 2
2968 3314 2
2675 7636 2
2130 3040 1
145 7267 1
6739 6988 2
5692 6007 3
5485 7049 3
4005 4275 3
5819 7866 2
548 6112 2
4969 6228 2
424 4473 2
7810 8180 1
1052 1289 1
1241 1425 2
889 7895 1
4923 7254 2
4200 4246 3
6666 6696 2
2049 2388 3
5526 6383 2
8237 8249 1
4431 7416 2
647 3815 2
6667 7871 1
4789 5810 3
1081 4063 3
4573 6230 2
8081 8223 3
3181 4758 1
5005 8214 2
5204 5483 2
7647 7921 1
1174 2288 3
7368 8213 2
5878 7398 3
1758 5508 1
2485 3099 2
5446 5475 2
7607 7725 1
4117 7308 3
1020 6903 3
7979 8077 1
6651 7377 3
2066 2315 3
8256 8265 3
4614 7771 3
3930 4083 1
2545 4911 1
5250 6513 3
8230 8245 3
2253 3533 2
5805 6806 3
4831 7238 2
4514 4736 1
297 2996 2
7220 7959 2
4989 6488 2
1093 2887 1
4817 7719 3
7033 8125 1
3411 4130 3
2795 6550 3
257 4083 3
2704 7388 1
5118 5636 3
7747 8059 3
1153 3647 1
6044 8024 1
1537 6371 1
6741 7223 2
902 2863 3
418 2811 1
2529 3749 1
5969 6231 3
6911 6922 3
823 7875 1
5921 8174 2
6915 8235 1
2356 3184 1
8240 8241 1
2431 3105 3
7355 7397 2
4638 4695 2
5755 7559 3
5486 6454 1
2308 4853 3
2734 6380 3
5127 6083 2
1956 3737 1
2902 8002 3
6089 7816 1
3461 5157 2
5299 7653 3
6192 7717 3
4538 5609 2
2078 6121 1
7032 7215 1
7946 7992 1
5631 6309 3
4641 7191 2
8001 8128 1
7934 8260 3
3547 6502 3
4720 6561 2
3967 5963 2
4143 8265 2
6900 8043 2
4771 4920 1
1177 5011 3
864 1244 1
4422 6903 2
550 913 2
7723 7786 3
1700 3643 2
4732 7637 1
5433 6942 2
142 401 1
4928 4998 3
6573 6997 2
5202 5543 3
4472 8074 1
1852 4391 1
5040 6556 2
4022 7665 1
4295 7815 2
2276 7583 3
49 6163 2
1024 3643 3
5929 6515 3
2177 4808 1
964 6563 3
7806 7986 2
3410 8145 1
5486 6214 3
442 7817 1
7066 7086 3
1356 1438 2
4061 4703 1
1032 1666 1
2710 8183 1
6368 7329 1
649 2339 3
4542 4926 1
5592 6110 2
5837 6006 1
7407 7450 1
687 3317 1
4434 4524 1
6542 7947 2
986 3853 3
533 2179 1
8106 8176 1
7914 8124 3
6114 6591 3
2642 4964 2
4036 4081 3
608 4072 3
4259 4341 3
6165 6375 3
2691 5382 2
4029 6536 2
2359 7130 1
1166 5344 3
2777 7439 1
5534 6802 1
4971 5284 3
1485 4330 2
948 4894 2
5181 8157 1
4505 4743 2
1943 7051 1
6839 7663 2
2909 3090 1
1505 2414 1
3793 4012 2
6523 6714 2
2753 7525 1
6266 8176 2
3994 6579 1
7868 8241 2
7013 8207 3
4970 5350 2
6591 7790 1
7842 7866 3
6987 8144 1
5758 8229 1
1422 3641 2
2054 7915 1
2115 3023 2
7197 8129 2
3416 5562 1
8148 8151 2
1478 7466 1
4563 6257 1
1538 7570 2
801 1532 3
5810 6584 1
5579 7059 3
3948 4713 1
2452 4451 3
7593 8054 1
4044 5538 1
4622 6782 1
3815 5833 2
2844 3646 3
6449 8064 3
5666 6391 1
3780 6145 2
82 4481 1
2315 3921 2
3367 5193 1
2112 8206 1
1880 3147 3
7266 7297 2
3485 3640 2
7527 7621 2
1180 7736 3
6710 6761 3
6223 6225 1
6813 7607 1
6456 8016 1
8230 8250 2
668 6318 3
4124 5131 2
3733 8098 3
933 2856 3
1453 6241 3
6382 8043 1
4799 7111 2
2596 7238 1
3927 6618 3
2137 6259 3
3427 3971 3
6507 7861 1
7713 8059 2
7397 8031 3
3124 4382 3
1788 4148 1
7477 7870 1
6316 7964 1
4325 6183 3
1760 6235 3
418 474 3
2386 4993 3
6415 7808 3
5397 6311 2
6443 7054 1
3067 5291 3
5340 7103 3
3638 6612 3
5081 5438 2
4193 7528 3
8089 8238 1
264 5379 3
4578 6766 2
7821 8196 3
6564 7264 1
6946 7951 2
173 3013 2
2882 4346 2
2173 3228 2
7145 7487 2
8175 8197 3
3608 7637 2
887 3992 1
1207 2157 1
3366 6596 3
7935 7949 1
4715 6300 3
6436 7477 3
125 5492 1
160 1815 1
1094 5809 3
7143 7603 2
4808 6052 3
4887 6157 1
4628 5287 2
2753 6175 3
7321 7456 2
975 1080 1
2721 4737 1
1885 3648 2
1495 2696 3
2985 7273 3
4631 7605 1
3663 3985 1
2536 4103 3
2266 6995 2
4060 4935 3
7409 8253 3
6731 7613 2
417 729 1
774 2935 1
7274 7682 3
6552 6699 2
2738 3044 3
5387 7322 1
6610 7544 1
1876 2295 2
2423 3082 2
6678 6946 3
5504 8201 3
4602 7504 1
418 2352 1
6521 7818 3
7864 8030 2
5802 6207 1
5310 7812 2
6536 7733 1
7847 8234 1
6934 7393 3
3344 3777 1
2735 6377 2
4878 7614 2
6121 7031 1
6799 7303 3
1998 2514 1
3727 5315 2
4836 6519 2
3394 5822 1
2472 7342 1
4845 6901 3
583 928 2
2029 7420 1
2363 3531 3
4695 5629 1
1401 5403 1
1323 5481 1
1348 2606 2
40 7540 2
3650 8244 2
3680 8202 3
6248 7683 3
207 3304 1
5940 6296 1
5216 7525 3
7711 7826 1
3710 6276 1
1474 2727 1
1858 3719 2
5860 5907 2
6473 6754 3
3156 7860 3
3732 5381 3
236 6470 1
3772 3917 3
5243 7732 2
4463 5299 3
5315 5820 1
7576 8154 2
3448 4695 3
6272 6677 3
5918 6156 1
3007 3350 1
543 4537 1
1422 8053 3
1146 2549 3
6839 7251 3
250 7298 2
7650 7780 1
598 2512 1
282 3076 3
4876 5869 3
3473 6904 1
3198 4557 1
1297 8152 1
3691 6805 3
1620 8184 1
4475 5033 2
1319 4799 2
215 7923 3
5772 6255 3
6105 7008 3
5677 5876 2
2735 6157 3
5123 6031 1
6135 8133 2
4880 4978 2
1388 2935 2
4663 7840 2
1068 7240 2
5958 6746 1
7697 7743 3
7185 7609 2
6778 8247 3
6380 6516 3
3105 5359 1
3896 5294 1
892 7175 2
5643 6160 1
1749 3887 1
223 5016 1
7273 7378 3
57 342 1
6880 7655 3
3402 4028 3
2807 7464 3
161 3976 3
1919 2188 2
3156 6586 1
4219 7418 3
1313 4985 3
2157 7560 1
1450 3072 1
4863 5387 1
2518 2706 1
1366 3701 1
7476 7491 2
62 7252 3
6964 7918 2
1508 3459 3
2698 8237 3
8248 8255 3
4957 5266 1
5150 7252 1
1010 2134 3
2280 7381 2
1441 3782 1
7316 7698 2
4840 6839 1
4774 6527 2
1438 6183 3
5311 5727 3
5094 7670 1
5741 7462 2
4517 5447 3
3281 5568 3
6255 7558 3
5346 6643 3
1659 7821 1
568 571 3
3636 8236 3
411 3079 3
6369 7220 1
5631 5972 2
5473 5617 3
2034 5102 1
7236 8198 3
7582 8102 1
6767 7706 1
5787 7230 3
5455 7993 1
5394 7014 2
2415 7334 2
4783 5733 3
2298 3262 3
2827 5311 1
7427 8173 3
4287 5574 2
3140 5775 3
6627 7606 3
4391 5412 3
2357 6621 3
5661 8105 3
4 4927 2
4919 6971 2
5333 5861 2
2001 5892 3
3003 6465 1
4201 6304 2
4876 7785 2
6048 7558 3
873 3941 1
3792 6557 1
1338 3620 1
2340 5148 3
5850 7147 1
5421 6932 3
3548 8067 3
3102 3296 2
8087 8087 3
2778 3029 1
7031 7741 3
1973 7951 2
8079 8244 1
2527 5159 1
7340 8068 1
2535 6567 3
1984 4032 3
6445 7327 1
8241 8253 3
7331 8102 1
4343 4720 2
4572 7261 2
3823 5691 3
78 5471 1
4752 5033 2
3007 4908 3
6164 8056 2
2667 3104 1
3369 8022 3
200 1682 1
3666 8081 2
5120 8190 3
533 7616 2
8259 8261 1
3837 7419 3
6199 7101 2
2328 7871 2
5394 5542 3
6627 7978 3
8239 8249 2
554 5516 1
3105 7063 1
5105 6917 1
4377 5047 1
614 1346 2
3831 4471 1
5586 6758 3
3483 4697 2
6218 7557 3
3392 5342 2
1109 2725 3
5442 6423 3
1669 3381 1
7658 8231 1
8261 8263 2
2265 3135 2
2538 7707 2
7437 7654 1
780 6860 1
1562 2717 1
5352 7001 3
4826 7364 2
5408 8201 3
2913 7803 2
5964 6571 2
6814 6889 1
4256 5381 3
6294 6857 2
898 8022 1
1622 2140 1
441 1131 3
6977 7591 3
1841 2643 2
7861 8121 1
6182 6961 1
1776 2639 1
5516 7662 2
552 4332 2
2388 3420 3
2883 6614 1
3553 5911 3
5388 7861 3
6313 8180 3
3489 8016 1
4452 5167 3
322 2068 3
6232 7625 3
765 2549 2
3015 3854 3
8200 8228 2
2793 7631 2
1252 4024 3
7519 8174 2
7285 7863 2
4190 5273 2
3550 3839 2
8244 8252 3
7456 7947 1
5190 7958 1
98 4537 1
1624 7399 3
4896 7905 2
2095 3761 1
4833 6325 1
3058 3995 3
3099 6448 1
7120 7598 1
7028 7545 3
3606 6446 3
5451 6969 3
4846 7915 1
816 3644 1
8105 8152 2
3877 6448 2
7718 7886 2
1726 3794 2
4146 7343 2
6794 7292 2
4360 7241 2
2567 3499 2
124 4201 3
1365 3977 2
6990 7859 2
4142 8114 3
7006 8132 2
5229 5920 2
2061 5309 3
1707 1980 1
8245 8254 1
3295 8099 3
7204 7510 2
2160 3991 3
1136 2270 3
7136 7457 2
5669 8054 3
5588 7299 3
1609 4578 3
5563 6539 2
3555 5393 2
2004 7005 2
6685 7728 1
6410 7411 1
4596 6406 1
5659 7953 2
6322 7754 3
4219 5079 2
3612 7346 3
6905 7066 3
7104 8025 1
211 436 2
5359 7206 2
3129 3809 3
5890 7567 3
946 8141 3
753 2791 2
5912 8083 2
518 1386 1
4394 5303 3
6885 7176 1
7989 8200 3
6402 7160 3
2704 7692 1
7339 8096 3
3956 3978 1
4757 8195 2
5027 5688 1
3289 5980 1
5372 6375 1
4337 6862 1
253 4065 3
5867 7091 1
4715 6598 1
7147 8242 3
1504 1554 1
7565 7920 1
5979 8015 3
5980 7022 1
6447 7234 3
5679 7149 1
1005 7225 2
2221 7030 3
7039 7929 2
6337 8016 1
8077 8078 3
8098 8227 3
1076 1832 2
517 3918 1
1967 3258 1
4689 6438 2
1613 2365 2
7699 7830 2
3810 5375 1
8010 8026 3
7048 8044 3
5330 6831 2
6172 6999 2
5038 5466 1
1965 4063 2
3691 5734 2
7010 7422 2
8074 8083 1
1078 7599 2
1389 5708 2
2269 7264 1
7526 8033 2
5110 7964 1
1389 6414 2
5477 6461 3
3797 4220 2
4144 5100 1
6884 7990 1
6669 8081 2
6781 7291 1
7900 8034 1
5682 6689 3
2419 5257 3
1466 7119 2
1316 6224 1
6870 7624 1
4125 4281 3
3408 6665 2
3987 5226 3
3119 6921 3
5101 5750 2
6424 7727 3
4703 8122 3
3485 5460 2
6953 7809 3
2958 4868 2
6243 7322 3
700 3235 3
6827 7399 2
5395 5610 1
7117 7143 3
576 1220 3
3972 6186 3
4202 6328 3
5278 5707 3
833 3236 3
4141 4436 2
8145 8198 1
2662 3800 2
1581 8215 1
4686 5238 3
3841 6366 1
1543 2761 1
1279 7070 1
4209 7299 3
7462 7774 3
498 4025 1
6394 8151 1
3240 4311 1
3709 6228 2
6727 7028 2
5985 6072 2
2628 5628 1
5401 6158 2
5571 6650 1
5801 7168 1
7211 7951 1
4291 7286 1
6082 6621 1
3207 7676 3
7556 7898 2
4694 5564 2
505 5064 3
3155 3368 1
7140 8098 2
5899 7344 1
4782 6131 3
1107 4274 1
3599 4669 3
1753 3732 1
2026 4433 2
5355 5474 3
398 516 3
7357 8165 1
4370 5550 1
5471 5766 1
4555 8146 3
1631 2772 1
1072 1205 1
1283 4988 2
5745 7816 3
422 1240 2
4611 8017 1
4843 6301 3
2797 7775 1
4517 6778 1
8119 8220 1
2538 4166 2
4436 5432 1
5351 5697 1
5822 7016 3
5559 8198 1
5172 6666 2
8163 8265 2
5742 6021 3
4275 6032 1
7890 8032 1
7068 7205 1
7459 8142 3
1181 4625 2
7486 7575 3
1188 8215 3
6026 7919 2
546 2894 1
2676 2771 3
2209 5396 3
6871 7725 1
6900 7073 1
4346 8024 2
4635 4683 1
3429 6268 2
4236 4586 1
1419 5175 2
5712 6797 1
2204 4834 3
1267 5906 1
4841 6306 1
1231 7603 3
5500 6441 1
2393 2870 2
3849 4673 1
8263 8265 3
2604 7455 1
4929 5679 3
6220 6368 2
2149 3311 2
5161 7714 2
6060 8017 3
5723 5793 1
961 5531 2
2319 5004 3
3609 7363 3
3480 6610 1
7229 8262 1
7281 7487 2
281 1396 3
570 7527 1
5569 6566 2
6210 7359 2
6132 7385 2
2002 2661 2
605 6571 2
4685 6083 3
280 3731 3
5470 7733 1
3782 3822 1
6306 6666 2
5017 7946 2
6125 7693 2
5250 6224 1
4896 6605 3
7242 7380 1
7057 7369 2
5096 8167 3
4731 6120 3
3988 7613 1
1361 5646 3
5470 7217 1
5561 7547 1
1674 7373 2
5433 7281 3
4093 5631 3
6668 7485 2
2521 7302 1
3246 7904 2
1857 5137 3
8063 8264 2
538 4848 3
971 1178 3
7158 7730 1
3621 7846 1
3396 6000 2
3334 4210 3
3596 3702 3
6647 8083 2
7816 7918 3
7823 7980 2
4646 5916 1
3944 4545 1
398 4310 3
3731 5326 1
5624 6099 1
778 1653 2
7716 8119 1
3400 4982 1
2861 3239 1
6629 7039 3
2208 7016 1
6824 7229 1
1457 2710 3
5294 6637 1
1454 3767 3
4511 6729 3
7538 7622 2
4156 5209 3
2756 4843 1
5353 8210 3
6128 6639 2
4029 7158 2
7184 7985 1
134 1009 1
2619 5645 1
8132 8140 3
4777 6454 1
6034 7626 3
4374 6893 3
8255 8264 1
33 410 1
3649 8031 3
4173 4355 3
7157 8028 3
142 8101 1
8138 8259 2
5375 6964 3
5192 5958 3
1302 6721 3
5165 5892 2
2179 7986 1
597 5321 2
1725 4481 2
8210 8240 2
1573 4708 2
3344 6505 1
2139 7493 1
2371 5864 2
1838 8220 2
5179 7546 3
724 7507 2
1352 3514 2
5787 5932 2
6549 6867 3
8244 8252 1
2377 5458 2
4479 5030 2
117 6013 3
817 2117 3
7882 7979 2
6758 7173 3
461 4623 1
711 6087 2
286 847 2
2508 3250 1
3915 7036 2
4381 5380 1
6684 8057 3
7951 7960 2
4509 4722 1
3505 6510 2
2305 2374 3
1090 3192 3
7088 7761 3
2871 5138 2
3545 4840 1
2306 6587 2
6675 7321 1
5564 8243 1
7886 8170 3
6892 7951 2
7634 7991 2
4390 4646 2
245 1414 2
3373 3826 3
1134 7292 2
6924 8257 1
5820 7753 3
7029 7271 2
2207 5352 2
1273 7118 3
2588 5312 3
1839 3636 1
5205 6466 3
4231 7249 2
4478 5831 1
6594 6814 1
550 5005 2
2040 3751 1
3744 5006 2
6988 7704 2
4827 6999 3
4124 7027 1
5716 6207 2
4509 4651 1
3024 5957 2
834 7162 1
6818 7242 1
3995 6706 1
397 6101 2
3625 6423 3
6624 7758 1
3471 6188 2
4488 8035 2
325 1392 1
2702 3201 1
1357 2846 1
3870 7490 3
3030 3677 3
7601 7925 1
3579 5091 3
3188 4706 3
4497 6026 3
1269 7672 1
2600 6159 2
5519 6150 3
5467 6199 2
936 7987 2
3231 4615 3
6574 6662 2
3109 7011 3
5816 8172 3
4100 4645 3
1853 4273 2
3151 3292 1
7085 8089 1
5476 7933 3
3333 5462 2
1253 5508 2
2117 2191 3
7070 7197 1
3106 6016 3
1629 6557 1
3368 5388 3
7643 7670 2
5624 7219 1
4484 6662 3
428 956 3
5560 6891 1
7010 7026 3
4755 6466 3
7106 7241 1
2986 6639 3
6138 7776 3
3278 7434 3
7119 7815 3
968 6346 1
4172 5415 2
7007 7010 1
950 1049 1
2418 2512 2
7260 8167 2
5500 8244 2
7094 7293 3
3139 4355 2
4744 6265 1
7903 8153 3
5798 6545 1
5276 7041 2
3742 6045 1
8006 8240 1
5308 6166 2
1985 5611 3
1551 4489 3
7665 8168 2
1835 7771 2
3469 4176 3
7363 7702 1
3174 7274 2
7085 7960 1
6318 7203 1
3819 3919 2
2137 5006 1
1712 4415 3
1579 1832 2
5111 6976 1
3293 4485 3
3052 6331 1
2195 7230 3
837 4571 1
3962 6052 1
8070 8197 3
2275 5957 2
7920 8131 2
1764 2038 2
1468 4010 1
6860 7521 1
2257 4790 3
4382 7728 1
4109 5962 1
3052 6542 1
3764 7796 2
7396 7421 1
8055 8215 3
1621 7387 1
7203 7543 1
8232 8256 1
6031 6210 1
1055 7251 2
7672 8049 1
8173 8264 3
5243 7932 1
6690 8140 3
7144 8025 1
8068 8243 2
577 4972 1
1286 2961 2
1444 7007 3
7224 8136 1
1568 3899 2
8110 8214 3
968 1101 2
905 6129 3
6723 7025 2
6012 8207 2
8087 8175 1
4183 7401 2
5185 6495 2
3683 5456 3
7669 7847 1
1479 2908 3
997 4316 2
7817 7947 1
8206 8259 3
1319 5629 3
7171 7642 1
8082 8252 1
2149 4100 2
6056 7629 3
4000 4545 3
8210 8244 1
3550 4372 3
3512 8209 2
4819 5983 3
5867 6174 2
7097 7808 2
770 6846 2
3696 6594 1
1490 1930 2
1444 4463 2
3711 8120 2
1106 7669 2
3028 5727 2
6550 7723 3
789 5664 3
32 2032 1
2028 7822 2
622 7837 3
1288 1684 1
2091 2570 1
6804 6998 2
5173 7788 1
6094 6910 3
2564 2803 3
6106 7593 2
2740 6238 1
5708 7893 3
4271 5659 2
517 2786 2
2882 7245 3
900 2373 3
4563 5061 2
6119 6486 1
7457 7862 3
5459 6990 1
6875 8024 3
4943 6000 2
4887 6321 2
6044 7821 3
5225 7275 3
6238 6901 3
6527 7976 1
6786 6871 3
6633 7364 2
4084 5795 3
2228 6031 1
3541 7496 2
2432 7089 2
525 2425 3
5621 7213 1
1427 7339 2
7570 8180 2
7518 7867 3
4981 7581 1
235 1120 2
2002 4430 1
4082 6630 2
3990 4790 1
1215 1595 1
616 5584 3
4002 4838 3
3105 3887 3
3735 4815 2
4909 7008 3
3057 3185 2
6387 6690 1
1728 2058 3
2598 4887 1
6670 7047 2
2650 4130 2
1097 4703 3
3905 5607 2
591 6706 1
7361 7998 2
5784 5875 3
4938 6622 1
5304 7943 2
4959 8248 1
444 3352 1
5795 7361 1
7375 7529 2
1372 5305 1
2427 4969 1
2904 7031 2
4875 7375 1
4309 5521 3
5508 7661 3
2562 6296 3
4976 6550 3
4986 6055 3
3833 5175 2
3167 4142 1
4291 6485 1
7151 7753 1
3495 6205 1
5660 6528 1
1045 7897 1
1749 8151 1
504 633 3
4395 5826 1
487 4044 2
7513 7548 1
6154 7094 3
5616 7911 3
1303 2572 3
7447 7713 3
5312 6399 1
6670 7493 1
1306 7158 2
8241 8247 2
34 5294 1
1726 7581 1
6811 7458 1
7594 7939 1
4539 5003 2
891 7109 2
2344 2938 1
4595 7963 3
141 7704 2
1209 2427 1
4435 4981 1
954 1243 1
4460 6515 1
3257 7708 2
6311 6875 2
387 3934 2
6482 6852 3
3732 4417 3
3090 5344 1
7082 7545 3
987 7961 3
3946 6653 1
1306 2177 3
5206 7038 1
2620 7746 3
2233 8007 2
110 563 2
3849 4000 1
6561 7676 1
7333 7465 2
3348 7631 3
1683 2611 3
3761 7831 1
670 2000 3
1268 7355 2
7803 8057 1
832 5176 3
6509 7495 1
3526 6848 3
512 1448 2
5647 8210 2
6737 6819 1
104 6734 3
7852 7857 3
4763 6759 1
1731 4075 1
950 6000 2
4961 5657 2
5559 6682 1
2157 4928 3
7428 8130 1
2436 3712 2
7798 7970 1
1060 3679 3
7765 7931 2
1259 6210 3
2973 5667 2
5420 6468 2
2065 2731 1
2439 3509 3
7568 7596 3
3543 5443 2
4894 8224 2
82 2247 1
7367 8235 1
4220 8216 1
5591 6399 1
3841 5685 2
6771 7436 2
1124 6988 1
7153 8121 2
4408 4779 3
536 3596 1
1953 2332 2
1696 4040 3
3420 8073 2
6818 7498 3
1575 7231 2
1029 7130 1
1701 7691 3
8212 8221 3
2788 4011 2
1927 3512 1
8033 8139 1
2171 4746 1
4336 8205 2
197 4352 1
3326 7126 1
686 2101 3
6852 7368 3
1364 6702 1
3137 5149 2
2326 3496 1
3812 4787 1
1132 2109 1
3162 7242 2
4891 6672 3
6946 7931 3
5464 7719 1
4200 7193 2
7017 7518 2
3065 7588 1
5876 7612 1
175 2847 3
3325 4969 3
1043 2904 2
4527 5703 3
236 4506 3
684 3663 2
8 2178 3
1503 2648 2
1518 2531 1
4847 6311 1
1165 5717 3
4637 4914 2
3500 8136 2
959 5012 2
3123 3196 2
6722 7246 3
5074 8067 2
420 3837 1
68 1256 3
4642 5402 3
3781 4278 3
1701 5269 3
3938 6249 2
1485 3087 1
4532 4867 2
5155 6251 2
5633 7517 3
2288 4969 3
6869 7743 3
2036 6475 3
777 8004 1
8259 8261 2
4661 6477 1
1193 8040 1
7491 7608 1
3912 4797 2
1911 4540 2
2742 6125 2
5626 6944 1
7357 8260 3
1846 4210 2
3436 4600 3
5028 5494 1
5068 7152 3
2966 5129 1
5416 5740 1
7917 8070 1
5075 7999 2
7560 8035 3
1179 1475 2
135 2822 2
6669 7386 1
31 99 2
941 5900 1
7744 8264 1
2944 4042 3
1061 8106 2
8162 8175 1
365 6888 1
1938 6673 3
5729 6314 1
3389 4000 3
1436 4153 2
752 1398 2
2285 4421 1
775 7268 3
1634 4268 3
7162 7362 3
4483 7856 2
2667 7617 3
4710 6957 3
6812 8177 1
2654 6677 3
2660 6844 1
4683 6764 2
1800 5462 3
141 6089 2
6945 7222 1
5442 6361 3
3614 5662 1
3117 3942 2
5588 7341 3
2616 2923 3
2990 4278 1
6167 6987 1
6188 8032 1
6955 7057 3
5443 7407 2
2651 3118 2
5114 5392 2
648 8012 2
877 2905 3
1347 6013 2
3670 3947 3
7316 8253 2
7018 7410 3
1304 7027 2
6931 7669 2
5205 6423 3
4419 7823 3
4680 6676 1
8246 8257 3
7733 7868 3
3929 8126 2
2631 6882 1
4730 5055 1
2992 5086 1
5030 7210 3
4739 6066 2
6354 7282 1
283 613 3
3497 6353 3
6023 7032 3
4225 6916 3
2545 3957 2
6685 7510 3
3111 8125 2
3062 4949 2
7869 7970 1
7591 7728 3
8 767 1
6350 6637 1
432 4573 1
7746 7848 2
1297 1420 3
391 417 1
5357 7372 1
3072 3750 1
2109 7061 3
174 8095 3
2775 4938 1
3896 4504 1
4852 7923 2
4188 7894 3
3988 6516 1
7193 7854 1
6899 8229 1
2249 2770 3
1267 3739 3
7981 8181 2
3189 3628 2
6290 7872 2
6134 7410 1
1146 6214 2
4480 5572 2
774 2837 3
1899 6214 3
7705 7984 1
4083 5496 2
2499 3233 2
1743 6325 1
6658 7504 3
4789 7243 1
629 5594 3
7797 8193 2
5728 5754 3
5472 7565 2
7457 8196 3
3507 6877 3
4964 5105 1
7080 7426 1
5406 6868 2
2148 5427 1
4214 8257 3
777 3363 1
8012 8040 1
7616 7691 2
2385 5112 1
4292 4360 1
5432 6156 1
227 3312 1
4468 5329 2
6060 8262 2
7560 7633 1
1604 5839 3
8171 8176 1
830 5520 3
679 6036 2
2697 7733 3
268 4199 2
3596 4219 2
2517 7584 3
3687 7564 2
5406 6725 2
3714 5080 3
6846 7838 3
3975 7724 3
5100 7401 3
3538 7130 1
608 3218 1
2479 5840 1
3865 5458 3
2372 5368 2
5177 6590 1
6440 7833 2
4114 5725 3
2512 6705 1
7176 8171 1
825 2774 2
1404 4015 3
5144 7241 2
3391 6253 3
2677 7913 1
5850 6968 1
4029 6098 3
6413 7594 1
4273 7386 2
3734 8093 3
5667 7634 2
7305 8088 3
2870 4441 3
475 5555 2
5572 6470 3
7884 8056 2
535 4775 3
3715 5967 3
4724 6400 2
4933 6936 2
7323 7895 2
5628 8069 1
2623 3974 3
3115 3135 2
2516 3089 2
2521 7106 2
7156 7502 1
937 6210 3
3582 5695 2
4541 5351 2
7915 8019 2
3955 4835 3
4371 4737 2
5798 6518 2
5977 6687 1
691 1723 2
5590 7587 3
6756 8168 2
60 6941 3
2524 4949 3
2063 5151 2
4977 5346 2
375 5224 1
5901 7262 1
3081 6009 3
5476 6070 1
5081 7043 2
3495 5464 3
5668 7901 3
2976 5018 1
6729 7037 3
6541 8174 2
5481 6167 2
6821 7875 2
2259 4991 1
1618 3610 3
3941 6558 2
5098 7594 3
1166 1837 2
2603 6118 1
1721 6779 3
1318 2253 3
6830 7508 2
7967 8003 3
4942 5434 2
