88095 98148
12146 87990 2
28314 85239 2
79953 82226 2
20726 57529 2
54069 71938 3
57505 60060 3
80668 83455 1
3054 76000 3
35202 66769 1
50898 83021 3
44644 83655 1
61372 76911 2
17170 61420 3
85786 86451 2
85830 87686 1
58410 68110 1
26871 39516 3
18706 70435 1
74633 80241 1
68294 86759 1
69501 81289 3
69521 86858 3
82835 87664 2
33170 75959 2
81002 81619 3
32328 74897 3
23259 30361 2
56843 84889 3
80361 85722 2
7935 23904 1
49970 87529 2
60271 69284 3
44330 70661 2
26770 77333 3
33091 49444 1
81871 82686 3
69993 71817 2
38487 53993 2
18004 58307 1
16854 63216 3
21750 83481 1
42957 78002 3
80494 86621 2
20912 74433 3
30197 33062 3
7241 72284 3
5005 48082 1
55479 70899 2
78712 83620 3
68841 75259 1
68621 82721 1
22208 31796 2
29868 56950 1
76351 86814 2
83852 86933 1
25924 30729 2
41534 47651 1
35288 65929 3
49064 70092 2
9028 23795 3
3735 22148 2
75061 76403 1
12148 23442 2
19497 23395 2
41543 60204 1
80662 82582 2
72995 87425 1
13328 75480 2
15904 52693 2
84291 87335 1
895 47160 2
67103 78543 2
57734 73935 2
64081 86114 1
66739 83750 3
72741 73527 2
20696 55371 3
65677 69158 3
24814 57923 3
69943 83957 1
14229 32330 2
32318 54292 3
85056 86915 3
67749 67817 1
75208 83312 1
31232 72343 3
62930 76518 3
60600 61804 1
24236 53633 2
49317 71855 2
6690 7317 2
39932 88001 2
1441 25973 3
64593 74219 2
15059 81278 1
17869 54101 2
8991 43325 2
2080 71997 2
77040 82910 2
59889 72026 1
32720 36679 3
26038 29215 3
11265 51406 3
66268 66797 2
43610 84989 2
17627 40834 1
86130 86813 1
87336 87754 1
70372 71194 2
41521 45392 3
34268 61918 2
61115 77745 3
84473 86867 3
20672 78452 1
18653 26305 3
13390 64949 2
77532 84595 1
15831 33763 1
42549 83289 1
5356 73581 2
18390 83423 3
23880 83670 2
53013 78454 1
72185 85888 1
19030 20782 2
29291 68047 1
14245 40437 1
73013 78781 3
68410 82536 1
84643 86529 1
83362 85657 2
4825 85987 2
38991 42939 3
34996 62415 2
4586 71036 2
8207 9848 3
20009 80536 2
12644 78640 1
64017 79057 3
71634 80545 3
51966 75435 1
67340 67947 3
23820 58542 1
43173 76352 2
9322 50960 1
59859 84591 3
37843 47500 2
21534 36503 3
74696 79853 3
14288 78617 1
5248 10594 3
50570 70672 3
86447 87172 2
71778 82081 1
33902 42796 3
9927 40115 2
42067 51513 2
54827 65755 2
23069 25980 2
20693 84599 2
69266 71078 1
50373 54755 2
49873 57896 2
86436 88077 2
30409 32384 2
37903 43098 3
58209 83265 3
86538 87332 2
43151 60714 2
74223 76657 3
25405 28597 1
25799 60814 2
87467 87618 1
64270 87799 1
37859 63847 1
7300 7503 2
70208 81518 3
43147 77982 1
13830 62213 2
81681 84085 2
85046 87300 3
57663 75958 1
1994 56309 2
77956 82362 3
45113 52138 3
53 41636 2
40359 86536 3
29319 52744 2
10060 13077 2
55431 63188 1
72547 85899 3
7580 59247 1
69672 74965 2
15213 46300 1
17335 27775 1
18585 41195 2
23374 30094 1
47931 52657 3
57591 67365 1
4029 78375 1
40285 80389 1
59558 83113 1
82600 85325 3
72697 85966 3
87575 87946 3
82650 86511 2
67767 77142 3
36972 58401 1
86607 86914 3
1919 26283 1
27128 77524 3
18408 39381 3
32745 54288 1
59433 72311 1
42167 57333 1
50299 52762 2
48115 73832 2
78163 79023 2
80177 85646 2
52999 62944 3
37840 38081 2
47820 75223 1
72980 75168 3
43650 65214 1
78448 79937 1
63425 70062 2
84262 86485 1
63424 82987 1
86641 87307 1
49489 73010 1
83986 87912 1
20891 73654 2
36153 65774 2
62653 81445 2
17043 59171 2
73182 86977 3
17515 26240 2
11983 65404 1
85888 87054 2
38601 86478 2
24942 42591 3
29827 86315 1
60395 61941 3
43830 80653 1
34671 80429 1
1243 72102 2
22133 38452 3
61825 86526 3
60492 71278 1
74269 83721 3
37197 57786 2
33353 55082 2
54479 70600 2
51138 57960 3
68791 72530 1
68587 79437 3
10914 69363 3
80911 85545 2
3154 54505 1
38592 64606 1
686 71077 1
7591 23112 3
34106 66570 1
13853 18163 1
77214 80473 3
33617 69354 2
17120 51862 1
43533 62924 3
41053 77445 2
14023 64183 2
62525 73333 2
21164 26143 1
7905 62979 2
29751 54574 1
8846 57176 2
87352 87960 3
43665 82671 3
87924 87970 2
27335 84738 1
85138 86032 1
61028 80657 1
12697 23184 1
37620 72492 1
42903 78595 3
43152 66275 3
81079 81757 1
76383 78108 2
42739 53093 1
76222 78645 3
56796 65684 3
24658 64719 1
59490 70710 3
42687 87612 2
46430 76832 3
53528 76126 3
8572 55331 2
59292 68173 1
25777 60839 3
53172 56528 3
23119 62876 1
60087 67117 2
45932 79442 2
62086 77235 3
32701 72185 3
11339 26919 3
30770 74886 3
30579 59816 1
68111 70569 3
42853 83563 3
30096 54474 1
21755 27524 1
52242 69146 3
63028 82218 2
43648 73199 3
26031 35719 3
27722 62716 3
81195 86462 1
71952 87880 3
34973 43540 2
10317 14857 2
64664 68587 3
32132 42211 2
49085 75128 1
17969 86030 2
32291 69653 2
44361 70136 3
28371 31000 2
3561 63815 1
87533 88088 2
42974 64047 2
86057 86881 1
57160 62419 1
72033 80657 2
6631 67216 3
60493 75274 2
44907 58105 2
70232 85204 3
83028 87507 3
36172 66607 1
38825 64181 1
48814 59334 3
21354 85618 2
32055 69415 3
44191 62816 2
23091 82777 1
27923 54153 1
69942 72841 1
15469 61157 2
47406 71405 3
307 80903 1
81554 81902 1
25079 28883 2
10561 40130 1
8237 10657 3
77739 83985 2
84260 84936 1
42138 58031 1
34615 60429 1
51772 66250 3
21275 85741 1
84985 86017 1
9030 34889 3
82241 82466 2
28918 75192 1
52671 78206 2
81301 86933 2
35904 42872 1
36609 81480 3
13792 78710 2
48589 77136 2
64332 68700 1
4688 4952 2
56231 82338 1
54790 73816 3
61615 74146 1
3530 83998 3
39294 62469 3
16666 54135 1
61179 83969 1
55152 73282 3
32372 82048 2
42328 81704 3
49163 66237 3
10452 60759 3
83769 85172 2
50032 59068 1
82893 83640 2
26432 32725 1
1605 61220 1
48926 83606 2
78771 79675 3
30343 53853 2
5846 8947 1
5022 8305 3
25287 26259 2
14510 76479 1
33001 81718 2
40614 59324 1
39278 53343 1
42397 54449 3
880 1688 2
20452 39915 1
35796 70154 3
57001 85424 2
36424 51257 3
21886 82553 3
64506 84332 2
84089 86005 1
47058 70632 2
64252 67373 3
47383 79704 1
84239 86653 2
62714 82805 2
85277 87514 1
41919 54428 2
7598 14417 1
18908 83483 2
3570 34350 1
58334 67330 2
40449 73677 1
30216 47234 3
13363 50451 2
76605 86640 3
16359 34400 3
33328 37196 2
63561 69839 1
43346 76727 3
54078 67279 3
61351 69427 1
87718 87918 3
39755 50408 2
48907 59080 3
9800 10453 2
4130 75202 2
43341 52688 2
58045 81777 1
54767 64028 3
30974 69155 1
48085 57867 3
24813 51957 2
61091 83461 3
76830 87426 3
13327 34478 1
26683 70665 3
78413 84386 1
20167 53701 1
36837 63599 3
68794 74685 1
19381 35186 2
77525 80440 2
83591 83766 3
54803 79977 2
45479 56004 1
6655 64433 2
65747 83145 1
39599 64891 1
14764 70660 1
54872 58968 1
81793 82773 3
63202 78371 3
58539 83024 2
71162 82054 3
19491 26170 1
60169 68595 2
78855 87392 1
53592 72486 3
37821 67374 2
84455 84803 2
76082 81932 1
82594 86879 3
69637 72054 3
61966 68843 2
44585 60001 3
58197 79267 1
42577 71601 3
39062 61562 3
75573 83346 1
23141 87633 3
4857 67279 2
47584 69991 2
33637 34153 3
11324 41727 3
51168 73006 1
45866 84957 2
35963 40569 1
338 82076 1
47150 73040 3
34044 47775 2
27089 72709 1
2348 32990 3
23138 64487 3
1044 20092 3
14421 71082 3
39690 82178 3
4880 74323 1
81004 81342 3
52993 81503 2
2807 29610 3
34147 51832 2
39023 70018 1
57008 80314 2
47500 65569 3
47759 69907 3
79460 86636 1
52101 61401 3
59573 65991 1
47746 68141 1
58039 68902 3
69150 84692 3
85875 86894 2
27485 38965 2
71843 84378 2
42912 56270 2
21033 28279 2
19883 20483 2
15591 20517 3
31470 34601 3
52441 69446 3
55861 84679 3
4210 14399 3
48434 65235 2
5309 66224 2
62483 71402 2
31802 87859 1
41395 51782 2
73768 75020 3
61795 85074 2
65336 83400 3
24307 84421 3
24837 47001 3
33082 54628 3
1141 44706 2
61437 84279 1
480 24877 2
81101 84719 2
6998 48597 2
78527 81257 3
77426 87462 3
63781 81676 3
2334 57190 1
51689 67841 1
12289 20202 1
39833 82367 3
40681 52635 2
39880 72665 1
30139 50315 2
11845 47332 1
81494 83437 1
2621 74576 2
25565 81483 3
17940 21248 2
74182 86044 2
3317 69517 1
54468 66743 1
2940 80892 3
73084 75049 3
75514 86780 1
81472 87227 1
45574 74160 1
35320 82543 1
75116 76937 2
75375 84001 1
80589 83712 3
71037 84250 1
56681 85637 2
71386 71972 1
17114 67058 1
12882 42663 1
55030 84872 3
18180 35703 3
64677 86458 1
54623 83410 1
39204 61902 1
59113 81136 2
49252 64164 1
72070 79418 3
62337 72009 3
25097 29895 2
18023 42184 3
48415 82360 2
23078 36711 3
73187 83393 2
44541 65513 2
16070 78158 2
9858 84650 3
70460 88056 1
19312 72164 2
11875 61759 2
42944 72458 3
43909 46239 1
21999 70639 2
51606 63874 1
30999 31186 2
57743 86272 1
33583 34911 1
58039 67976 3
81763 82899 2
39743 55393 3
20480 58884 3
71472 83554 3
7326 7360 1
58670 86222 2
82789 83316 3
3647 13182 3
53716 85116 1
84202 84946 2
41921 65424 3
64175 86300 2
10012 13311 2
1861 19519 1
30738 48312 2
48811 72587 3
57526 68948 3
37105 68728 3
31206 60569 3
45798 77737 3
53539 78012 2
14272 20944 2
5637 18638 3
54929 83516 3
30632 76352 2
24274 61578 2
8973 40746 2
69875 83806 1
24139 66601 3
39277 79978 2
44436 51356 1
75291 87330 1
77366 77725 3
46560 49877 1
60684 73853 2
83735 84216 1
40884 85426 2
15632 65684 2
30268 76156 3
72816 75809 1
81192 87092 2
25547 65364 1
86267 87232 3
27981 52410 1
67556 70090 2
47835 85687 3
2901 37849 2
33536 64234 1
2230 65907 2
30928 54865 2
49535 65023 2
58812 62387 2
2398 82089 3
10016 69345 1
86752 87929 2
70313 72904 2
47400 81387 1
13381 47141 2
10190 21656 3
31250 38191 1
44421 85506 2
70408 73178 3
25998 58513 1
14000 43127 2
20667 85451 3
64907 73628 1
83533 86746 1
25230 39190 2
13766 39324 3
4106 20356 2
82888 84465 2
12368 60312 2
75835 84684 3
40661 50018 2
45871 52618 3
14324 37397 2
45571 64496 3
84009 87805 1
50954 62035 2
88095 88095 1
20163 44246 1
47347 70628 3
21672 39203 2
53560 87545 2
14061 68128 1
46822 55974 1
3564 68966 1
43457 80797 3
5546 42676 3
42491 62014 3
83487 83674 3
41317 42046 1
62147 76322 3
21553 42435 1
7941 43912 3
69949 70329 1
62744 80798 3
12436 75638 3
32093 39594 2
86386 86817 3
66996 72771 1
64253 80955 1
16690 20958 1
46130 74214 2
54678 73252 3
82018 84270 1
15899 85403 3
42643 68569 1
57641 59876 1
22616 29982 1
77711 87961 3
14045 46266 3
81266 83964 2
53072 76422 2
60435 79900 2
31534 33323 3
30993 66145 3
55470 66321 3
17222 66733 3
54581 55078 2
4418 56615 1
40847 82981 2
14232 23862 3
52712 85939 2
28641 48666 1
69172 87930 2
30942 82148 3
1899 70193 2
7077 72249 1
81450 82272 1
48627 52455 1
86270 86637 2
20729 52212 3
45424 64249 3
73045 87887 1
12143 40829 2
35187 54368 3
16673 66356 1
73209 80008 2
56737 80609 3
26547 58706 1
31284 83643 2
15308 67755 1
38606 46419 3
86533 87848 3
28543 52657 2
60035 69645 1
81928 82384 3
22627 23505 1
17950 87089 2
7492 55592 3
54132 83562 1
1419 5342 1
51565 67424 1
86593 87638 3
66963 71415 3
45906 76092 1
62722 68612 1
49352 60122 3
76864 84387 1
42629 70668 3
18566 48074 2
7152 27344 3
66486 69145 1
85020 86101 2
22562 37793 1
9513 16686 3
34696 36702 2
82841 83796 1
61073 64138 3
55069 79243 3
63946 86142 1
69118 85747 3
11748 37810 3
9126 36208 1
82135 82976 2
36453 78077 3
39718 80437 2
78157 87419 1
75589 76906 1
35711 44910 1
30403 41313 3
85780 86157 3
25159 71045 1
62572 67020 3
57220 65660 1
48113 71310 2
70996 79864 2
34512 69941 1
10603 12815 3
10324 75153 1
29063 49479 1
47898 61893 3
62635 65713 2
69332 76877 1
37393 86813 1
27021 53413 3
13438 15980 1
85711 87861 3
26786 85155 2
68194 78841 2
8128 14659 1
34966 76137 1
11202 54562 2
55684 86239 3
24018 42736 2
42661 48463 2
32256 72742 3
67039 68871 3
42209 66598 1
24511 65811 1
64277 76771 2
68960 77401 1
14687 41365 3
7239 7712 2
19458 73794 2
3680 67984 3
20640 42571 1
73481 84840 1
40907 65794 2
71732 79531 3
7378 55082 3
71222 79538 2
77356 80237 1
13891 50185 1
57647 74622 2
41894 53916 2
4337 24187 2
54667 78506 3
27795 56354 2
51049 68594 3
9660 27802 3
13011 24422 1
37637 49990 1
12963 49584 1
75941 87240 1
64888 76020 1
51557 71362 3
83703 85571 1
19877 52369 2
57562 73584 2
25961 77620 1
56480 87501 3
54259 75187 1
14721 34394 3
15748 43158 2
76789 81840 1
26373 82317 1
7794 35876 3
78241 84998 1
45723 85753 2
51010 72424 3
35348 50282 2
22910 81232 2
41471 46252 2
15721 43134 2
4271 68502 1
56720 69762 2
79264 82619 2
76408 86926 1
33169 83181 3
22266 81656 2
11289 36915 2
86219 87762 3
29921 33364 3
26413 55377 3
37349 76920 2
30775 64264 3
18576 77128 3
12875 73370 2
1358 66006 3
8983 85355 2
71826 86488 1
47330 78066 2
48127 76272 3
16345 79823 3
23906 86234 3
69288 86298 2
27144 49824 3
21046 49047 3
61831 87161 3
29188 51136 2
3771 17973 2
66492 78633 3
2609 61130 1
58610 62365 3
28395 52674 1
7064 49516 1
10072 45031 1
74440 75283 2
71491 87850 2
9637 35586 2
11255 67582 1
62588 68044 1
73797 84313 1
52562 56515 3
37394 62205 1
43889 59380 1
72237 75070 2
17991 73802 1
50883 63476 1
87478 87722 2
37269 59746 2
87974 87977 1
33389 33442 3
80897 83968 2
87770 87770 3
25852 30904 3
52298 80306 1
85467 87489 3
78280 86427 1
79231 86246 2
34107 54274 3
81263 86518 3
85260 86148 1
7600 84346 3
44531 81395 3
13334 42718 3
77989 81312 3
69224 71300 3
47954 85619 2
31773 33739 1
3422 54503 2
38265 68231 2
7459 31720 3
20695 79783 2
44566 56413 1
60307 72736 3
49204 54664 1
27772 87335 1
31527 74253 2
24516 41174 1
26139 48328 3
60581 63619 1
9825 31391 3
43477 74713 2
44017 59751 3
45843 81765 1
59535 81907 3
10627 23846 3
46470 84344 1
69014 71595 2
53785 87501 3
86815 87308 2
18647 37154 2
80057 84348 2
23354 79194 3
4377 25775 3
74055 75667 1
47900 62166 3
71166 71429 1
40522 85770 1
86313 86890 3
36514 83149 3
42166 44781 3
41105 43287 2
35236 78899 1
18041 61326 1
59482 71348 2
79099 81432 1
72642 80561 1
51263 82447 3
71435 80895 1
86723 86910 2
4560 64742 1
28738 43702 3
29484 55702 2
19272 27637 3
2906 25733 3
19449 70631 3
4650 61053 1
26772 60426 1
56589 80555 2
55341 68855 1
7356 39109 3
4431 63843 2
15012 62423 2
65991 75762 3
20772 28382 1
72051 86404 2
81435 82714 3
5220 54582 1
22682 83240 3
46777 58664 3
76703 87832 3
73977 77441 2
4062 18978 2
17545 78339 1
53559 63872 3
6287 62441 1
76968 86040 2
82082 86114 1
86124 87059 3
16521 50969 3
52297 86686 1
33153 68236 3
65956 82432 1
16961 22456 2
37852 52421 1
76785 84811 2
24073 84732 1
24695 86240 2
74214 78531 1
71175 76026 2
54116 58304 2
40194 88059 3
31498 60123 2
63115 81602 2
66021 68816 1
63109 67992 2
39890 50149 1
22617 73036 1
50202 60002 3
73860 81363 3
2751 36375 1
65314 65850 2
73978 78466 2
32019 83352 1
16850 23547 3
40317 51857 1
1716 86420 3
20573 50057 1
49746 66332 3
71285 85324 2
82413 83482 2
27453 50009 1
50568 58579 1
26239 47887 1
86484 86860 1
47593 81477 2
14718 28866 3
45127 72132 2
2581 65428 2
35673 65955 3
67254 73310 2
48039 50454 1
9782 79072 2
36032 85334 1
29461 41759 3
31752 84519 1
31197 46147 1
25920 28766 3
84102 84909 2
52829 55250 1
8792 35164 3
3411 72764 2
4612 7991 3
71820 83725 1
63291 82849 1
15539 44007 2
36853 87643 2
33173 67407 3
67256 70718 3
48859 49051 2
65361 77065 2
20891 56112 1
66498 76158 2
67077 75070 2
9844 43079 2
79377 81946 1
14464 56917 3
12512 25914 3
6027 57226 3
21485 42191 3
66194 80806 1
59853 60688 3
5443 55104 2
14024 77450 2
15849 84101 3
6534 33435 3
23930 50678 3
27201 83925 2
34190 81219 1
4928 15944 3
52215 60608 1
87156 87417 3
46750 58132 2
16345 79565 2
43836 87861 1
53105 79562 2
62082 74451 2
72056 75161 2
60229 75969 3
60591 77888 1
25487 51757 3
31552 33124 2
86153 86897 2
64221 68442 2
37816 38376 2
61681 81619 1
65232 76436 1
15358 31809 2
39162 42979 3
55862 66233 3
10107 53782 1
61832 66385 1
26094 38433 3
83834 85912 1
77202 78378 2
30742 80319 3
33792 62107 1
83677 84180 2
37658 66496 3
8851 76972 2
66147 86596 1
48878 62150 3
87443 88036 3
47833 80062 1
71922 75094 2
82206 83596 2
69864 86955 2
27049 61355 1
37786 67821 1
74874 75077 3
23453 46016 2
5633 62017 1
60160 83109 3
643 17527 1
49196 50045 3
14639 63170 3
66997 68131 1
31548 41983 1
30738 48102 1
39536 85309 1
73387 85406 2
71422 78625 3
83623 86487 1
9522 60197 3
75967 79168 3
16055 68183 2
25173 33432 1
2710 52381 3
30618 31485 2
15975 18894 3
19382 84028 2
16854 86945 1
74043 79519 2
32523 43278 1
43697 50007 2
32925 45045 1
44142 76628 2
46197 51497 1
44716 86801 2
74987 79363 1
2311 29279 1
77056 83894 3
85852 87146 2
4360 35441 2
16741 79864 1
33650 56617 1
10125 73710 3
15667 21791 3
63205 75770 2
65700 69492 3
66228 76938 1
39480 68493 3
5831 50517 3
51300 65336 3
24599 80595 1
82707 86794 3
57340 69173 1
29048 46450 1
53748 60580 1
43882 43967 1
66796 79874 3
22748 49571 3
4609 84521 2
9699 57978 2
62731 82627 2
50888 75824 2
22199 82542 1
39666 85129 3
24459 87713 2
57407 61279 1
51761 73913 1
72128 79310 1
39909 54332 2
65784 83625 2
14913 73282 1
49545 61738 1
69048 72317 2
47837 65891 3
15480 83757 3
6893 34519 1
12900 74668 2
39194 48650 3
39980 80972 3
65507 87394 2
1953 76104 3
1484 60775 2
34142 70934 2
66084 75328 2
20025 62366 1
22976 76774 1
22922 44948 2
16901 87264 2
3424 17260 1
45406 80301 2
84545 84563 1
69103 86187 3
84773 85772 1
42692 73959 3
54461 70257 1
21158 67158 2
6648 17311 3
80756 82442 3
28910 72425 2
965 6847 2
32948 40701 1
61149 73012 2
55375 73062 1
9132 52685 1
57744 87644 1
50050 76944 3
56885 72174 3
84184 86038 1
60055 73999 3
39221 81320 2
33233 48341 2
23316 87882 3
69747 73502 3
83150 87712 1
31695 48279 1
3434 9329 3
19339 33195 3
64459 82869 1
71003 74914 1
5408 69712 3
48905 63920 3
5771 84201 2
65911 85094 2
57826 69584 1
76853 78803 3
73846 79817 1
18307 69952 2
31267 84704 2
14956 79892 1
67142 70605 1
17242 29318 1
53258 72835 3
24699 65093 1
15752 18754 1
62499 80293 3
44189 69793 2
9986 58660 2
12211 63077 1
18835 84671 1
48360 78505 1
61444 78825 2
74851 86939 3
57448 80893 2
50662 80110 2
55844 65207 3
34725 67028 1
5129 68157 3
63384 77379 2
16414 79015 3
75801 78278 3
47271 83217 2
64962 70830 1
39772 63832 1
46043 63336 1
74671 82990 3
55314 56670 3
56909 66614 1
34744 39714 1
82786 86034 2
84304 87300 2
87821 87915 3
15511 20818 1
8251 81304 3
72550 83809 3
37340 62909 3
83198 83678 2
44590 63829 2
3197 73099 2
72049 83075 2
83404 87768 1
71764 87630 1
14806 20217 1
78547 86610 1
14992 15268 2
30044 57474 1
17937 20790 3
45396 80228 2
31660 43198 2
55358 64756 1
69018 82930 3
51317 55683 2
82646 84849 2
48618 80957 2
48943 84963 3
30986 48484 2
73008 87768 2
9420 42319 1
53372 62728 1
45135 47414 1
3849 45521 3
5159 67654 2
16305 21080 1
71872 72124 1
9227 75581 1
64114 73141 3
57977 63242 1
82520 83792 2
20710 21664 2
22041 25902 3
55971 58786 2
81750 88065 1
7097 54220 3
82790 83389 3
76914 81920 2
8853 66724 1
52044 68104 2
83549 87528 3
9169 24236 3
15941 85781 1
61422 78468 3
86928 87686 3
40805 53851 2
62535 73345 2
566 25705 2
3020 84249 2
38980 83604 2
68910 87124 3
57424 62371 3
33336 74768 2
39257 60608 3
7299 27243 1
32402 63852 2
85923 87092 2
61682 78510 3
66776 78520 1
33056 51142 1
39542 76450 3
12302 17218 1
40646 82143 1
80218 84189 3
45091 59335 3
36854 69259 1
32620 51145 2
3615 22988 2
32956 83953 1
25454 26450 3
55723 64625 1
14387 69893 2
48300 67786 1
20902 61119 2
86159 86789 1
84309 85117 3
33398 76594 2
74582 75451 2
15534 79280 1
11878 77439 2
54096 58502 2
39173 58849 3
43864 63637 2
48577 53277 2
59384 59920 3
85550 86593 1
65853 71296 2
58657 60334 1
66562 70598 2
34903 87339 1
80318 81388 2
73478 83834 1
81168 83519 3
59615 64426 2
5641 70804 2
66203 74914 3
63214 77192 2
42816 75663 1
81426 87734 3
46871 49753 2
48704 54856 1
60020 80056 2
25967 85883 2
24838 45934 1
73650 78215 2
78130 85575 3
72686 81787 3
51223 65025 3
40098 66895 2
26903 64640 2
541 80710 2
77281 79957 1
10602 70901 1
53515 81161 2
85280 87834 2
17968 18425 1
83268 88072 3
3941 14168 1
23105 66981 2
17384 77357 1
43274 53184 3
32876 68841 1
29637 30788 3
61861 83123 3
65270 81168 3
11665 58135 2
77430 81428 2
60872 66149 3
54163 54974 2
74493 84304 2
65020 78060 1
18166 32978 3
71480 82307 2
75906 84840 1
45773 45783 3
85230 85366 1
87193 87615 1
64049 77728 2
32134 36732 3
84576 84911 2
33085 54520 1
6269 86172 3
2294 68994 1
14602 85863 2
3977 45194 3
2805 14772 1
37548 83508 2
23713 59850 3
39892 60752 3
54870 86093 1
46295 69625 1
12771 67133 2
3136 84312 2
48678 57826 1
1117 62362 1
17818 56670 2
38684 82728 1
29285 48191 3
51517 74022 1
71055 73036 2
58336 70532 3
13085 72303 1
49655 83514 1
46075 72328 2
83205 85084 2
33405 86013 2
22173 53478 2
59172 68557 2
81209 86695 2
81090 87728 2
62263 87467 1
25255 80487 3
22167 24105 2
48652 55386 2
71171 81985 3
80342 83512 1
48497 50060 2
28694 84370 2
28323 66286 1
75999 87277 2
80315 82927 3
52570 79805 2
8508 38726 1
74440 75217 2
31535 72546 2
67219 67432 1
14409 83646 3
55552 76809 1
45160 59345 3
71263 84573 1
74411 86410 2
82204 85015 1
46599 87545 1
15782 23542 1
1445 37240 3
41081 68732 2
2331 15973 1
53535 87240 1
60691 86506 3
81979 85882 3
17590 37466 2
46320 64243 1
61919 68383 1
68103 87178 2
62741 84290 2
22628 79664 3
5420 17665 3
59851 75914 3
7843 35320 3
5999 55670 2
71179 72594 2
8174 44020 1
42092 64682 1
36875 39145 3
60725 80412 1
39384 46426 1
25079 63649 2
38299 64599 1
3854 60817 2
18148 79307 3
7179 9979 2
20597 39580 1
2262 23703 1
68748 71864 2
30492 63833 2
31441 47179 1
8905 59379 2
56701 71289 1
58736 85331 3
26467 73500 2
33434 33572 1
42899 86519 3
15802 17550 2
29570 78477 3
36547 37692 2
18773 50910 2
30752 62492 1
68837 83803 2
7314 19388 3
27895 74472 1
27012 75258 1
47869 48477 3
48127 61788 3
9905 22718 3
18928 28391 3
81600 82407 1
36178 87178 2
18172 32637 1
14266 17030 3
46109 48659 2
20900 64639 3
72506 86072 1
82221 84657 2
43966 59806 2
59300 76313 1
38104 81884 3
67087 72292 3
83157 84332 3
49226 87012 1
74331 78598 2
37215 76474 3
28271 36335 1
53282 79261 3
68258 81711 2
85560 86118 1
75074 82370 3
75483 77805 1
81935 85353 1
32223 44863 2
26370 82790 1
43712 64893 1
24277 61158 1
82421 87731 3
76528 86283 2
54097 74454 1
48293 52669 3
16410 41691 3
39850 81483 1
37358 46433 2
64239 75825 3
12651 79831 2
18405 27408 3
68459 69386 3
54543 62065 2
77365 77452 1
43710 66625 1
72481 74005 2
72794 78577 3
83439 86308 3
66044 71362 3
28610 47571 3
28683 79588 3
34188 49386 1
65714 72560 2
75208 80944 3
12683 87635 2
80633 84733 2
76118 83431 1
65112 75990 2
50524 83612 1
67582 87716 3
70516 79810 2
31608 81028 2
47654 75597 3
29370 70144 3
69264 87520 1
252 36721 3
23321 51554 3
25263 64354 1
17909 66605 1
70279 81649 3
87226 87540 2
43414 44859 3
65022 79361 3
79220 79822 3
4844 51571 2
57160 81294 2
77310 82050 3
74375 84947 2
40736 68220 2
20775 45600 3
14235 30951 1
57126 84029 2
28714 81545 1
22184 86926 2
34502 46843 1
16874 56194 3
29461 72796 3
55995 88032 1
58512 74974 2
59733 79354 2
44669 73915 2
41250 86446 1
52647 83592 2
41470 86192 3
21502 32213 2
46443 65430 1
17844 71574 3
23544 49989 1
59384 66200 2
32024 38779 3
38804 82286 2
56155 67819 1
1919 68538 3
28937 52184 3
76777 80175 1
17128 46300 3
32193 59757 2
74671 87819 2
6453 57327 1
66398 76454 1
11551 39441 1
46512 70234 2
53221 76655 3
84341 85393 2
46470 57605 2
40932 50025 1
87120 87947 2
11274 47566 2
27616 38920 2
30964 62537 3
74693 76391 1
20035 85027 1
23329 45129 2
77155 78578 3
11933 12186 1
42255 79165 3
4594 34339 2
83213 86790 3
3737 59705 3
6839 34306 3
44295 67904 3
9638 74727 2
66506 85801 3
81411 84511 2
46165 74676 1
85527 85928 2
1023 56122 1
18432 27883 2
65157 80335 3
1221 46224 1
51467 62572 1
83550 86745 2
17028 31782 1
73888 86759 3
51759 58384 1
48405 64170 2
52044 78658 3
48237 75213 1
50217 71235 2
551 65445 3
21024 69304 3
33631 59957 2
79938 82567 1
75171 79635 1
71434 84499 1
10736 35675 3
33876 74914 2
60681 85307 3
15671 82982 3
36722 68031 1
57228 80292 3
10668 38069 1
46688 83229 3
29285 67744 1
70917 78135 2
15521 78363 1
39803 48609 3
63730 78179 2
12633 78185 3
53126 78323 1
11682 45231 3
18918 63816 2
56333 68857 3
15400 58804 1
28075 74249 1
55556 79290 1
20836 73280 3
71187 85628 3
14136 59007 3
74151 74716 2
29613 52307 2
2250 6146 1
25999 45481 2
4050 26035 1
25574 73455 3
71200 73108 3
51827 52751 1
4016 75339 3
62662 74591 2
62337 76402 3
84258 84526 1
54510 66726 3
66860 82210 3
75190 83686 1
67962 87765 3
52925 74804 1
75049 86928 3
46621 57665 2
17471 25886 2
76489 77449 3
8176 65090 2
37550 82088 1
72415 81176 3
82477 84819 2
69266 78066 3
54719 56487 2
6982 60272 2
5685 31384 1
77113 86226 2
72464 72883 1
3987 62003 2
39017 82400 2
70754 84775 1
30208 60027 1
86253 86554 2
49088 67716 2
58013 79924 2
19934 82227 1
47723 56476 1
43260 87025 3
34772 81369 2
11323 81257 3
87841 87955 3
47435 68599 1
55574 74665 1
8458 27807 3
57385 63178 1
46610 64754 2
53096 71371 2
8929 57045 1
51254 84054 1
52363 74836 1
72176 83106 3
33843 83273 1
68550 71400 2
360 69241 1
21071 31701 3
33470 46595 1
46366 79598 2
26827 63459 3
